,comment,aggression,attack,attn_words
404,thanks your dog is just the right size for,0.0252,0.0226,dog is just the your
405,please block my block or i will put a virus into wikipedia,0.0295,0.0189,block or block please a
406,this is so funny here talking about methods encouraged by wikipedia your tricks are out find some other place to vandalize,0.0294,0.0185,is this so funny here
407,i know it's england because it says utc in fact i'll blow up uk and ireland,0.0279,0.0189,blow i england know because
408,my edits i yours thats fair aint it,0.0274,0.0188,fair thats edits i yours
409,welcome korean page why don't you enjoy korean le,0.0244,0.0198,welcome korean why enjoy korean
410,led you cant trace me,0.0242,0.0191,led you cant me trace
411,i was because i am inexperienced and was the hostile editor i am dealing with deleted the entire article and a inaccurate stub the rules of wiki are and not at all user friendly they are easy to misunderstand for a and easy to manipulate maliciously by an experienced wikipedian like from my reading of the definition of vandalism i thought deleting the entire article was against the rules and my putting it back with minor changes was completely legal he basically me into a revert war he was not punished but i was not just but banned and told i must get consensus to make any further changes since then the article has been frozen your other advice would be useful if this was an ordinary dispute with well meaning people who disagree or if the topic was indeed trivial it is not appropriate to walk away from an article on the holocaust because there are malicious and hostile editors who want to the record or what is happening here ban basic facts on the holocaust this is not a topic where it is acceptable to let the bad guys win for me is it okay with wiki administrators i don't think it is appropriate to use mediation with what are holocaust deniers this has been going on for six months posts asking for consensus are ignored any post they see as a challenge is answered within minutes i did walk away for several months and more recently for days at a time and there is no relief there has to be another level of getting help at wiki for truly problems like unreasonable malicious attacks on holocaust information not taking sides or even knowing the topic of the dispute is fine when the dispute is between two sincere editors but what if the dispute is about non controversial holocaust history and editors who have dedicated themselves to keep it out of wiki and also to drive sincere editors off the page if not to discourage them from ever participating in wiki again this is much bigger than my individual problem or this one article this is a wiki problem of how to deal with malicious spoilers,0.0336,0.0136,i was inexperienced because hostile
412,that clearly states its an essay not a guideline and sorry don't hold water if its crap then take it out of article as well don't be suddenly its not allowed here but it is there,0.0275,0.0163,crap clearly states that its
413,useful advice have you ever thought of going to a to help cure your the last thing you should be thinking of is becoming an holy smoke,0.0265,0.0167,ever a the of you
414,we arab,0.0251,0.0171,we arab
415,explanation for the above nonsense please please check the banner at the top of the page you that just posted this comment on not a controversial subject are you really serious in putting forth or defending such a ridiculous position that is laughable,0.0278,0.015,nonsense ridiculous for serious explanation
416,he's not a retired he was just useless,0.0232,0.0179,a retired he's not he
417,respond to our comments noob,0.0257,0.0158,our respond to comments noob
418,give me proof,0.0241,0.0168,give me proof
419,user there is no reason to be that rude why would anyone in their right mind unblock continue to misuse the unblock tag for frivolous unblock requests and you'll lose the ability to edit your talk page you do not know me personally to be that rude what you said could have been stated in a much nicer manner such as please do not abuse the unblock request or i will be forced too take action there is no need for you too be that rude regardless off what i may have done you as an administrator should maintain some sort you do not know if i am older than you or younger than you i am new too wikipedia so please stop being mean the attacked me first with words such as muslims of and words such as f so next time try to show some read what i have too say above please i only put the unblock request back up so you would come read what i have written in response to what you said to me before,0.0311,0.0124,rude no there is user
420,2010 utc well thanks for your welcome but as a matter of fact i don't like this place and i'm sick and tired of being a wikipedian specifically i'm sick and tired of the political correctness and far left bias prevalent in this place that even common sense and factual accuracy for example a while ago i was reverted and down for calling muhammad a child which he was on the war on terrorism page someone recently deleted all mention of the fort hood massacre as a terrorist attack despite evidence of terrorist involvement and just a couple weeks ago deleted all mention of the soviet in the article through labor also deleting a whole bunch of sourced and referenced claims by me and others and i got blocked for two days for trying to restore this info as a matter of fact i'm seriously starting my own wikipedia to counter those biases and steal your audience well i'm done my rage here fuck wikipedia and goodbye 03 44 9 july,0.0275,0.0139,sick sick fact welcome of
421,no i know where he was buried close to the i all over his grave anyone know where his ancestors are buried i would like to dig up their graves too,0.0227,0.0159,no i know where he
422,is apparently still incapable of distinguishing between a collaborative project and a personal blog '''',0.0229,0.0154,incapable still apparently is of
423,alert so is your real name not or or,0.0205,0.017,real your is so alert
424,ocean in the end michael himself while over his dead body,0.021,0.0161,the end in ocean michael
425,my organ meat is and it makes a fine i assure you my is considered if you will please it all then you may your own needs and your own curry thank you please,0.0205,0.015,a is my and fine
426,you to photos of ronald reagan don't you did you know his birthday is a national holiday in iran no one did more for the islamic revolution or the taliban for that matter than reagan,0.0208,0.0146,to you of photos ronald
427,i think a,0.0194,0.0139,think i a
428,did it's called books and websites external and also pictures again it is a failure on your part and wiki to notice wiki is a failure at getting real information to the world you people are too too controlled by mass media it makes me wonder if the oil industry is behind your funding or maybe it's the church whatever the case you can't support anything outside the norm good bye,0.0235,0.0115,did failure a failure it's
429,further comment me out of the cfd during one of its last days falls in the unfair category especially given that it was clearly agf in motivation to start with despite all claims of uninvolved and innocence this is politics and in politics is everything and hostility towards and contempt for me is a well established fact this is in the same kind of as the she closed during the block she imposed have you people no shame i know you don't have self critical examination skills that's for sure or you'd see the of your action and recognize that the cfd itself was an npa,0.0209,0.0127,unfair further contempt imposed no
430,wow this page is so awful it has some decent information but it looks like a 12 year old wrote a c grade essay i'd like to get some people to help me fix it up,0.0225,0.0116,awful so is this page
431,says the with a personal agenda,0.0173,0.0134,the says with a personal
432,you talking make a constructive proposal and we can talk about it but don't give me this nonsense,0.0192,0.012,make talking you constructive proposal
433,you quickly forget that i am objecting to the of a and the of a or do you not concede that a valid proper rule can be and or merely citing the rule is pointless when the problem is the or of the rule further dodo violated wp rules by not allowing a consensus of the group to develop he also a rule claiming that something i said must be but what does it mean to be dodo implied that what i said must be scientifically true i claim quite to the contrary that since the article involved is subject me that the only issue is this did actually make these claims or and someone else his identity etc for example there was no need to rush and delete my posts rather somebody preferably one familiar with logic could have said bell how do we know that q is in fact the james bell who is the subject of the wp article we need to be able to verify the fact that actually said did this to ensure that is not being by a forgery in response i would have immediately said good question and i could have promptly proceeded to do whatever was necessary to establish this fact perhaps i could also have a recent current photograph to the article which of course could be compared with other published even if not public domain photographs which are available on the web but as john was so fond of saying ' rather than help a to wp and wait for a consensus and actually help verify that q is actually dodo decided to be an ass and repeatedly delete my edits and he deleted all my edits not merely some portion which allegedly was not i will give an example to the contrary i also posted a claim that i accused the of forgery in a criminal appeal case 99 in fact in june 2003 i wrote a lawsuit 195 pages which has i believe long been posted on the web probably it as i recall makes exactly this accusation so if dodo had actually acted he would have edited my edit to cite my lawsuit which has been posted for perhaps 5 years or he would have said to me bell you need to show a cite of your lawsuit that would have been productive useful and helpful as opposed to being hostile counterproductive and malicious so why didn't dodo do that the answer is quite simple dodo is hostile counterproductive and malicious he's a apparently wp rather than being supportive and helpful dodo wants to slap around newbies who upset his apple,0.0233,0.0097,quickly forget you pointless that
434,good bye biased administrator,0.0184,0.0124,biased good bye administrator
435,ps karl this not,0.0172,0.013,this karl not ps
436,haha son of a donkey is actually just a for in i'm just confirming that i'm and not as per your repeated allegations that i am someone else after this i don't feel i owe you any apologies,0.0182,0.0116,of donkey is a actually
437,right what you need to understand is that we are equals you are not higher than me in anyway so wind your neck in i went on to that persons talk page thing and edited the deleted my edits k,0.0176,0.0113,what need right equals higher
438,for with a user who is blocked for 1 month and just returned from a 1 week block both for long term abuse,0.0154,0.013,blocked for is who with
439,listen 2 me u alas it is ur name ur character i am ryulong remember me,0.0159,0.0123,2 listen character it am
440,ahh heck why wait comments from harrassing deleted,0.0171,0.011,comments why heck wait ahh
441,in vain to withdraw from wikipedia this is somewhat off topic but i was surprised to discover that a person is not allowed to withdraw from wikipedia or delete the contents of his own talk page apparently it is pit had i know it was against the rules to erase one's own talk page i never would have talked there since i frequently use it for things like which have embarrassing errors jokes and so on which were never intended to be permanent anyway for the past day or so i have been trying to erase these comments without success one of the sysops here mr connolley apparently wishes to preserve this page because it includes proof that i have committed an egregious violation of the rules by calling someone pig headed and and earlier ” the poor fellow was so overcome by grief he felt compelled to report this to the authorities i might also call him a or a but he would die of shock i have done enough damage already i fear he may need long term therapy anyway i was banned for this language and will not even allow me to purge the evidence of my shame i changed my description page and sent a message to with evidence for him to use in place of my talk page i fear he may revert both and delete this message but before he does readers here may be by the new text here http en wikipedia org wiki user i quote warning mit der stupidity the gods themselves struggle in vain ' of orleans act 3 sc 6 hence the title of this message thick skinned readers here might also enjoy the egregious replacement insult i sent to if you would like a reason to block me or prove that i have violated the rules you need not preserve the talk page here is another deliberate intentionally provocative violation of the rules an old school personal insult you are a hypocritical ignorant if you were in state of i would not take the trouble to the flames by on them i hope that is satisfactory that goes for you too mr uh – isn’t it bow wow consider yourself insulted if this were the 18th century you might challenge me to a but since i am a i would of course run away instead of accepting believe me i am trying to get away without success so far,0.0177,0.0103,vain withdraw in wikipedia to
442,that is a lie on many occasions you deleted evidence to show that your pages where,0.0162,0.011,lie a is on many
443,involvement in the aftermath of the assassination is a valid component of the historical record stop reverting my work to the bs was just an old driver and make specific edits to what you have a problem with,0.0155,0.0113,involvement the aftermath in assassination
444,i don't know who died and made you king of situations in which you have no first hand knowledge keep doing what you're doing and i'll keep correcting it and other people who also are familiar with these matters will step in and continue to correct it,0.0147,0.0115,i don't know who made
445,so when you first try and publish in a journal you just send in your first thoughts and expect to get published or do you consult their manual of style so it won't get rejected out of hand anyway enjoy your fit it won't be the last,0.0157,0.0105,so first try you when
446,dreamguy i see he just cannot stay away his skeptical are up he and instead of helping with minor edits he deletes what a guy he should improve his own bad page mythology which needs big time help happy new year beckjord,0.0168,0.0095,dreamguy see i he just
447,agf sorry but stating i know is sorry isnt assuming bad faith on any planet and he is the reason mongo left i am not sure if you are just not aware or are assuming super bad faith on my part to think that i am saying something in bad faith but please do not remove my messages again based on what seems to be paranoia,0.018,0.0087,sorry bad bad bad but
448,support islam hello i support the rape of swedish women too,0.0153,0.01,support rape support women the
449,22 april 2015 utc on the contrary i think those rubbish sources are specifically crucial for reducing such biases as by likes of you self centered self satisfied zionist us who dismiss as rubbish whatever pov that doesn't their deeply prejudices 16 35,0.0179,0.0077,rubbish zionist rubbish those contrary
450,i haven't broken any laws or said anything wrong why was i blocked is there any for this block at all just a rogue admin,0.0148,0.0092,i any haven't broken laws
451,revert again yes is well known throughout the wiki community for her widespread use of verbal abuse is getting quite the record for vandalism and has in fact been blocked on numerous occasions she also deletes any criticism from her talk page rather that leaving what was written alone clearly she cannot handle constructive criticism is anger management required here she seems to believe that because she has a community college writing she is superior to others and is not required to treat others in a manner for shame for shame,0.0158,0.0081,again yes well is verbal
452,contributions vs talk i was not vandalizing your criminal site i was contributing information within the intent and purpose of the article informing the public about the new versions based on experience of computer programs computer programs demonstrating programs and giving instructions on use and maintenance of programs on many people's computers for well over a year besides personal experience especially in the recent times involving firefox version 7 0 also information given to me by the people whose computer i worked on in the past who had to the 7 0 version they stated the same flaws that i faced you were only giving half the information and i the other half that you are trying to hide from the public to them this is based on your deleting this vital information that contributed to and completed the article within the intent and purpose of the article you were giving only the so called good qualities of the newer versions but not the serious time consuming flaws see below that which was listed in your article that you failed to mention and do not want known if one is working on the internet on the old versions there is on the of the internet sites you are working on if you should quit the internet a window appears asking if you want to cancel this action quit or quit and save by saving any time in the future when you pull up the internet there is the and you can take up where you left off on the newer version of 7 0 this action is not available you lose your work and have to start all over again from the beginning this is a severe cost of time on the old versions by the search window http is three one pointing to the left one to the right and one pointing down this last one allows one to see recent sites visited and one can choose one by looking at the list that is presented this is time saving however on 7 0 version this button is deleted thus one time also 7 0 version is not compatible with youtube download and will it also when you you will lose any history you have the important information contained in the history list will be lost forever these flaws not only should be listed giving a complete informing article that and stays within the intent and purpose of the article but as all ready stated the article it would be like stating that the japanese pearl and that's all my addition would be like giving the underlying causes that led to this act this portion you would strive with your efforts to hide and keep from the public when a person only tells half the story then it is a lie and if one does this with the intent the general public into taking a seriously flawed piece of trash then it becomes fraud with product such fraud is a criminal act i strongly feel that such criminals as yourself should be removed from our society by the courts to prevent your the innocent public,0.0158,0.0079,talk criminal was many not
453,thank much for erasing my comments without answering them you've proven me 100 right,0.0137,0.0089,erasing for you've comments proven
454,i think these admins need some good they dont own wikipedia if they cant contribute they must not disrupt the edits prepared by the other users,0.0144,0.0083,admins think these some need
455,no it is not get it right and the other comments are not personal attacks is there an attack in the phrase no so be quiet,0.013,0.0088,no is it not get
456,democrats should never edit on republican bios one single edit and to get banned is a real lesson in wikipedia's assume good faith wp agf don't bite the newbie wp bite as well including wp npov neutral point of view and a wp a simple less then forgot this of wisdom such as undue weight or wp coat which is stated as follows a article is a wikipedia article that discusses the subject but in reality is a cover for a related bias subject the subject is used as an empty which ends up being mostly by the and this little from the man himself i can not emphasize this enough there seems to be a terrible bias among some editors that some sort of random speculative 'i heard it pseudo information is to be tagged with a a tag wrong it should be removed aggressively unless it can be sourced this is true of all information but it is particularly true of negative information about living persons wp verify finally the one mr gamaliel is most familiar which considering he's a self described democrat which is a bold face contradiction to this lovely and dear wiki policy conflict of interest or coi wp coi now mr gamaliel seems to be more concern if a sock puppet should dare to step his private domain as the official no bias of the peter roskam biography consistent with a wp own even though mr gamaliel is a hard core democrat than to good of policies of encyclopedic content you think you right but you may be wrong i may be an infamous sock or i may be peter him self or i may be his wife or kids you should consider the words of your own leader the grand jimbo wales as he states clearly unless you can't read this i can not emphasize this enough there seems to be a terrible bias among some editors that some sort of random speculative 'i heard it pseudo information is to be tagged with a a tag wrong it should be removed aggressively unless it can be sourced this is true of all information but it is particularly true of negative information about living persons jimmy wales i removed a section is is in total violation of many and multiple wikipedia policy only to be banned by an administrator who is pushing his point of view you should remember peter and his family lives in and share the same ips as the infamous sockpuppet you accuse this account to be you sure love to conform to published wiki policy as it been stated in wikipeida policy i quote anonymous edits that blank all or part of a biography of a living person should be carefully when the subject is of ambiguous notability such edits should not be regarded as vandalism in the first instance and should bear in mind that they may be dealing with the subject the use of inflammatory edit summaries or vandalism related talk page templates should be avoided the arbitration committee has ruled in favor of showing to the subjects of biographies who try to remove what they see as errors or unfair material or in words reverting someone who is trying to remove libel about themselves is a horribly stupid thing to do jimmy wales so mr admin don't be stupid and have your ego write checks that wikipeida can't cover be smart not dumb,0.0139,0.0081,democrats should never on mostly
457,revert what is your deal why would you revert the page to support the over the last week or so others have been changing the links and order of the links to support their site and they are changing the text on other links i was not aware the admins of wiki supported the links have been a certain way for months and now you are supporting the by with them and reverting back to their edits you need to re evaluate your purpose here,0.0135,0.008,what deal is your why
458,do you understand wp ok,0.0124,0.0085,understand do you wp ok
459,tan cut out the disingenuous read untrue citing of disagreement when he is clearly in agreement with my opinion do this again you will be blocked from my due your where did disagree with anything i cited him as saying have a verifiable source of me saying he said anything he did not if not please don't call me disingenuous much love,0.0125,0.0078,disingenuous the cut out blocked
460,but i him,0.0116,0.0083,but i him
461,dont talk to me like that,0.0113,0.0084,talk to me like dont
462,readers and please note there is a with a user name who tries to vandalise the pages by removing the text which he thinks the breed which he belong,0.0114,0.0083,readers and there tries with
463,where does it say that featured articles have different requirements then other articles the whole point in to get citations for all articles so that they meet the wp v requirements i have noticed that tags quite often help by bringing this to attention of users particularly new users cheers i agree with and our ultimate goal should be for every article to be of fa quality son that goal is not consensus among editors but more importantly inline citations for every fact are not an fa requirement see wp fa section · talk 2 i gave the link to what i was referring to you fuck so how can you not say that i did not provide a reference well lying fuck 2 how can i provide a reference to a deleted post you fuckin moron 3 for the second time here is the citation and this time on display for your eyes teacher knows something about catholic bashing posted by alex murphy on religion 02 22 2007 9 46 01 am · 78 replies · views the feb 21 2007 my teacher sister mary was a smart and who into us the basics of catholicism without demeaning other christian churches or religions too bad sister mary isn't available to teach a few lessons on tolerance to the campaign people of presidential candidate john edwards within the last few weeks two for the former north carolina senator resigned after being hit with criticism from conservative catholic organizations by past anti catholic remarks the posted on the web according to cnn and amanda quit after groups like the catholic deleted catholic bashing posted by on news activism 02 15 2007 9 04 00 am · 18 replies · views the february 15 2007 david welcome ladies and it's time to play that favorite game of conservatives and republicans what if have a special edition of the game that asks what would happen if a republican tried something like this pay attention double standard because this is a question today what if a republican presidential candidate hired a whose writings featured vile attacks on other religions and rants against those who disagreed with her the same republican also hired another blogger whose writings featured similar the catholic league mighty champion of gay bashing and anti semitism propaganda alert posted by joseph on religion 12 09 2006 8 55 50 pm · 21 replies · views talk to action sun jun 25 2006 by bruce wilson hate speech is typically the first line of attack employed by bullies but bullies become when rhetoric is tolerated and that acceptance can lead to far worse things i've previously covered hate speech see enough hate to an and org has an extensive collection of hate speech targeting homosexuals or not at least one individual whose statements are featured in that archive and also in of antisemitic rhetoric is also leader of a prominent christian right group that claims to fight against anti catholic bias and discrimination who catholic bashing plays are hot posted by on news activism 08 18 2006 3 46 38 pm · 23 replies · views catholic league august 18 2006 bill bill president of the catholic league offered the following comments today on the popularity of catholic bashing plays “the helen theatre in new york must be hard times these days otherwise it be home to alive on ’ according to variety the play claims that the catholic church is run by the nazis and that devil really does wear the devil is the pope to show how they are the producers manage to in a at mel gibson dropping the line he wants the jews to treat him the battle for rome more catholic bashing from the left posted by on general chat 04 21 2006 10 52 51 am · 18 replies · views history channel april 21 2006 staff in september 1943 the german army into rome beginning a 9 month battle for control of the eternal city it was the allied aim to preserve the holy sacred institutions and so the human cost before the military conquest is nearly the special is based on the book the battle for author robert was subject to five proceedings over the years for his contention that fear of communism produced a pact between the vatican and the germans the research draws on interviews with participants inside the city and also on catholic bashing in colorado box opens for public school teachers posted by on news activism 02 17 2006 6 03 03 pm · 6 replies · views catholic league 02 15 06 william ph d the colorado has been considering that would or lift the of limitations for child sexual abuse lawsuits because the legislation was to apply only to private was specifically designed to affect the catholic schools but not public league president william e the entire on february 1 asking that the blanket all institutions equally that would do just that are now being considered commented on the latest development today “the whole nation is getting quite a lesson in the politics of child sexual abuse as it is being played out catholic priest abandon their catholic bashing strategy ” posted by on news activism 01 08 2006 3 05 37 pm · 80 replies · 1 views catholic news agency january 6 2006 front royal jan 06 2006 catholic priest and president of human life international rev thomas j advised democrats to refrain from of supreme court judge samuel “the campaign by many senate democrats some who claim to be catholics themselves against catholic judicial who and practice their catholic faith is at best and at worst is a blatant form of religious bigotry of a less civil period of history ” said fr these senators continue to catholic bash in the upcoming nomination hearing for supreme court judge law and order tonight catholic bashing hate crimes posted by on news activism 12 06 2005 9 04 46 pm · 26 replies · views nbc 12 06 05 harrassment in s dual battles wage in court over just punishment and rights of same sex parents when a and severely injured 12 year old boy is outside a hospital and chris are led to charlie guest star a seen beating the boy a week earlier at st school but the proves unlikely when his 8 year old half guest star castro own problems at school and past at the hands off the injured boy surface meanwhile the legal are now here is the second citation to drive my point through your thick head http www com focus search s protestant bashing ok search q deep m all o time notice at that link there are no citations of protest bashing when it is common place all over the world and when catholics do it all the time on yahoo and northern ireland i wonder the fuck why take a flying guess you idiot fuck fuckin moron what a fuckin moron next time listen instead of and taking a dump on whatever doesn't suit your,0.0002,1e-04,requirements requirements particularly does quality
464,if you wish to engage in personal attacks on me that is up to you however it does not my views or give to yours we will just have to agree to disagree,0.0118,0.0067,if wish engage you to
465,was it nonconstructive get a degree in electronics first saying that you,0.0104,0.0075,was a it degree get
466,answer who cares what we do know is that he is an and he looks like mr from the simpsons,0.0107,0.0069,cares what answer who we
467,lol the free the world is flat and the universe around israel imagine what could have been by now if the world didn't have to stop everytime to ensure their the west deserves their punishment called collapse,0.0109,0.006,punishment world the free flat
468,it's referenced and her exact quotes just because you do not agree with the truth doesn't mean it shouldn't be on wikipedia you are only hurting the purpose of the website and apparently and do not deserve to be editing anything,0.0103,0.0062,hurting it's deserve only and
469,2 march 2006 utc who are you to define what i am or am not chad i am sincere in my efforts you simply can't stand the fact that someone disagrees with your opinion such an view of the world is however as it applies to wikipedia it is not vandalism or harrassment of any form 04 13,0.0106,0.0057,march are 2 you to
470,your sorry for making fun of it earlier,0.0091,0.0064,sorry for making your fun
471,good morning wikipedia,0.0095,0.0062,good morning wikipedia
472,is really the midnight who bombs at midnight,0.0078,0.0068,really the midnight is who
473,yeah i know me we can't trust you journalist types any more can we lord ring any or how about the phone hacking scandal,0.0085,0.0058,i know yeah we me
474,help needed edit war 2 aggressive and incompetent edits by user verbal i am requesting help with an over aggressive and editor by the name of verbal this person keeps reverting a page to add an external link while losing dozens of valid updates to the original page he she ignores when proper updates are made and reverts them even using twinkle and spurious excuses for the revisions i am ill to fight this user you will see what i mean if you check the revision history for the following page list of texts thanks in advance for any help you can provide,0.0086,0.0052,incompetent aggressive war and needed
475,paranoid and theory about edwards is both unwarranted and inappropriate he has no grounds or factual element to support his theory in general which is pure conjecture and what's more it's not his place within the rules of wikipedia editing to mount a personal editorial based on his personal feelings towards a person his hypothesis that a rouge ip editor from san diego a campaign to raise the profile of edwards to the level of slander mary and edwards to the creation of almost famous is so preposterous as to be laughable other wikipedia editors who have tried to defend against attacks upon her were met with threats by him his interest in is and and it would be in his best interest to step away from this situation altogether as he fails to maintain a neutral stance which is one of wikipedia's on the subject of her that being said edwards is not a she's simply a woman who's living the life she fit and is not interested in being included in wikipedia articles and finally posting any inappropriate hostile information against a living person that may harm them is clearly being by many comments posted on wikipedia's pages regarding edwards one of the main principles of wikipedia it's time for him to stand down the san diego college angle is still quite active with regard to edwards see user talk edwards is not a hoax which was started by the ip 130 191 109 76 registered to san diego state university 17 this writer said approximately a couple of years ago when mary was visiting san francisco she met binksternet and they became friendly a statement that is complete nothing in the ip's post is supported by reliable sources all of this effort to defame and build up edwards is trivial it is a waste of my time a waste of time and a drag on wikipedia to have to deal with it as long as there are no reliable sources to back up the allegations they must stay out of the encyclopedia editors who repeatedly disrupt wikipedia are usually blocked binksternet talk whatever binksternet gives new to the phrase legend in his own mind although i respect many wikipedia editors for their accurate and contributions binksternet is not numbered among them in no way will i and many others link his name to veracity and credibility his deny deny deny style of certain members of the government is amusing if nothing else unfortunately this has impressed me with nothing of any value this matter is settled and over and done with and this is the last time i will edit on this subject on these pages thank you to mark for acting in a competent intelligent and unbiased manner here and my apologies to him for any potential problems my editing may have caused him regarding this subject thank you — preceding unsigned comment added by 174 77 talk just so you know i am nowhere near san diego haven't been to the college ever and am not using an alias you quote a retired wiki editor who can no longer speak for himself yet made edits to your article based on your inability to show credibility fuck off,0.0094,0.0045,paranoid unwarranted and both inappropriate
476,no other language has this problem the german and french pages are well only the and americans,0.0067,0.0051,no other this language german
477,yes i'm here too high,0.0066,0.0045,too here yes high i'm
478,hi there please refrain from on wikipedia wikipedia has a no policy and you are this rule at the expense of other members if possible please hang yourself immediately,0.0064,0.0044,wikipedia there refrain wikipedia no
479,that version it was created by a who lives with his mommy i bet and was full of wp and attempted to game the system in order to represent in best ways possible it's still possible to incorporate some of his edits the ones in which he didn't game the system but only after of sources one by one furthermore he deleted tons of sourced information only when i took an edit break he felt safe to from his hiding and vandalize the article you might not be familiar with such tactics and the article gave a good impression,0.0064,0.0039,version created it that was
480,i enjoy looking up women's,0.0056,0.0039,looking enjoy i up women's
481,yes i also wondered where this guy came from as soon as i read the news articles in today's news about this guy i thought to myself that doesn't sound like a swedish name and so i went to wikipedia to see where he is really from and like so many times i found wikipedia to be lacking so i went to the discussion page and alas i find that it is apparently not politically correct to note that the guy is armenian oh well another black mark against wikipedia i wonder when this web portal will become totally useless does wikipedia have a page that addresses that,0.0063,0.0031,yes i also this wondered
482,i have a hard on for war sup,0.0049,0.0039,hard for on have i
483,to be even clearer u a,0.0047,0.0034,even be to clearer a
484,leave it sector 06 dude i'm no more interested in editing you and your administrator page thanks,0.0049,0.0032,sector it leave dude more
485,and incidentally i know that much of what says via the is false because i was on the mailing list form the and i told him it was false and he was from the mailing list which is why i think he took it to the in order to weasel it in here shameful and in the end of no actual lasting relevance or significance the mailing list still exists,0.0054,0.0027,shameful false and know much
486,fake edits these two articles have been taken over by a collection of p and,0.0039,0.0033,these edits fake articles two
487,oh i see that you do not know anything is not a but but if you understand at least a bit of macedonian perhaps you realize the point of it but it's ne or ne and now back to the put a relevant link on the false source or i'll delete honestly i have checked in the archives of the newspaper and no such thing i'll report you for of sources,0.0046,0.0026,see that i do not
488,if i was so wrong than report me the consensus agrees with that statement and by the way congratulations you're the first user i've seen who gave barnstars to,0.004,0.0027,if was wrong so i
489,kelly knew what color her eyes were when she made the song behind these hazel eyes comparing the pictures of kelly and they do seem to share the same eye color just slightly different of it belle's eyes are little lighter someone made a video called behind belle's hazel eyes the person who made this video knew what color belle's eyes were and decided to include belle's name in the title and if you read the comments the people fully agree her eyes are hazel with comments like green or hazel they look more hazel than brown or green yup eyes are hazel problem solved i like the problem solved part with bias against the idea of having hazel eyes i think there will always be a problem with people like her involved tv has already suffered an edit war because of her so much so they users from what belle's eye color is notice how belle's name is missing from the eye color colony while the rest of disney have their eye color mentioned belle's name was there under the category of hazel eyes until came along and ruined it all same thing almost happened to disney wiki this is account as you can see she got blocked with an time of infinite the reason inserting false information the false information being down belle's eyes as brown and now here's on the wikipedia is there any from her i noticed she has a live journal account see what she has written the lack of links speaks for itself she thinks she actually proved belle's eyes are brown the fact what she has presented as evidence is either a minority or a plain old lie like the screenshots she send me by the images you can see her eyes are hazel colored and not the same color as her hair at all notice how she's to use close ups of belle's eye cuz she knows they'll appear hazel if she did so thus her on her blog she didn't mention that she was blocked on disney wiki and said the only reason disney wiki kept belle's eyes color as hazel was to shut up people who keep her eyes as hazel when in reality the one who got shut up was as she got blocked while the others didn't she wrote kids these days this one needs a hobby i'm tired of wasting time trying to undo this damage and i'm fairly sure the mods of these sites are too would it be possible to just block this person off the internet entirely until they learn some manners yup she calls people who use logic and legitimate evidence to prove their point and hobby less kids if the evidence goes against what said believes if anyone deserves to be blocked it's if it wasn't for her bias sites like like tv disney wiki and the wikipedia wouldn't have suffered an edit war about belle's eye color the fact that there was never an edit about belle's eye color until came along says a lot ever since she got blocked from disney wiki almost an year ago no edit war about belle's eye color happened there either it's like is the only person on the entire internet who refuses to accept belle's eyes as hazel and is willing to go to every page and change her eye color to brown just cuz she likes to think so not because the world thinks so or any legit evidence are presented it's like someone going around changing eyes from blue to green just cuz he likes the idea of being green eyed thinks don't work like that my overall opinion on i think it's safe to say the is better off without her she's toxic she's a nuisance she's talks trash to people just cuz they disagree with her she lies she and other people's words and she causes edit wars action needs to be taken against people like this,0.0036,0.0031,what knew were kelly comments
490,opened up wide and filled with semen from a large mitchell gets turned on by page move logs,0.0034,0.0027,and wide up opened with
491,why does continue to support this tool you gave up npov the day larry left,0.0035,0.0025,support does continue why gave
492,main reason behind blocks is to create problems is if he does not revert something within 12 hours he will not feel good,0.0033,0.0024,reason main create if problems
493,i'd love for you to come to the talk page for list of gothic rock bands and describe just why the bands i removed have a place on the page if your answer is well because some journalist said so then you need to back down i've been involved in the goth scene but am not at the moment and the most irritating thing to is when the metal crowd try to in and try to the misconception that any form of metal would have anything to do with the gothic rock genre there was a concensus made previously but chose to ignore it and decided to go dictator on the article why is someone who so has an agenda of the get control over an article when many many people involved in the actual fucking scene don't get to edit shit it's bull shit,0.0035,0.0018,for love come to you
494,you're useless read my advice above,0.0026,0.0017,useless advice read my you're
495,had never participated in a discussion on the talk page of the article john e he did not ask me to stop in discussion he destroyed my information without reasonable explanation moreover he achieved through administrators to get me blocked as for the last block then on my attempt to the article with information from publicly available sources absolutely clearly states that the article about him i am surprised that his to see in the article publicly available information about him led to a long block of my activity even more surprisingly that wikipedia has some dark articles that impossible to clarify under the threat to be blocked indefinitely,0.0023,0.0012,discussion participated never talk discussion
496,ok disappointing that you've been as not being up for the job '''''',0.0009,0.0006,disappointing you've that as been
497,i'm sure they are all sockpuppets it can't be possible that several people share the same viewpoint can it,0.0007,0.0005,all sure they it are
498,there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again redirect homosexual,0.0007,0.0004,there it there goes there
